fullName,country,politicalGroup,id,nationalPoliticalGroup,twitter_urls,officialURL,screen_name,GroupShort,screen_name_lower
Robert HAJŠEL,Slovakia,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,34578,Independent,https://twitter.com/RobertHajsel,https://www.europarl.europa.eu/meps/en/34578,RobertHajsel,S&D,roberthajsel
Teuvo HAKKARAINEN,Finland,Identity and Democracy Group,197596,Perussuomalaiset,NA,https://www.europarl.europa.eu/meps/en/197596,NA,ID,NA
Andrzej HALICKI,Poland,Group of the European People's Party (Christian Democrats),197514,Platforma Obywatelska,https://twitter.com/AndrzejHalicki,https://www.europarl.europa.eu/meps/en/197514,AndrzejHalicki,EPP,andrzejhalicki
Daniel HANNAN,United Kingdom,European Conservatives and Reformists Group,4555,Conservative Party,https://twitter.com/danieljhannan,https://www.europarl.europa.eu/meps/en/4555,danieljhannan,ECR,danieljhannan
Christophe HANSEN,Luxembourg,Group of the European People's Party (Christian Democrats),193419,Parti chrétien social luxembourgeois,https://twitter.com/CHansenEU,https://www.europarl.europa.eu/meps/en/193419,CHansenEU,EPP,chanseneu
Lucy Elizabeth HARRIS,United Kingdom,Non-attached Members,197809,The Brexit Party,NA,https://www.europarl.europa.eu/meps/en/197809,NA,"NA",NA
Martin HÄUSLING,Germany,Group of the Greens/European Free Alliance,96752,Bündnis 90/Die Grünen,https://twitter.com/MartinHaeusling,https://www.europarl.europa.eu/meps/en/96752,MartinHaeusling,Greens–EFA,martinhaeusling
Heidi HAUTALA,Finland,Group of the Greens/European Free Alliance,2054,Vihreä liitto,NA,https://www.europarl.europa.eu/meps/en/2054,NA,Greens–EFA,NA
Mircea-Gheorghe HAVA,Romania,Group of the European People's Party (Christian Democrats),197646,Partidul Naţional Liberal,NA,https://www.europarl.europa.eu/meps/en/197646,NA,EPP,NA
Valerie HAYER,France,Renew Europe Group,135511,La République en marche,https://twitter.com/valeriehayer,https://www.europarl.europa.eu/meps/en/135511,valeriehayer,RE,valeriehayer
Anja HAZEKAMP,Netherlands,Confederal Group of the European United Left - Nordic Green Left,125023,Partij voor de Dieren,https://twitter.com/anjahazekamp,https://www.europarl.europa.eu/meps/en/125023,anjahazekamp,GUE-NGL,anjahazekamp
Michael HEAVER,United Kingdom,Non-attached Members,197601,The Brexit Party,http://twitter.com/michael_heaver,https://www.europarl.europa.eu/meps/en/197601,http://twitter.com/michael_heaver,"NA",http://twitter.com/michael_heaver
Hannes HEIDE,Austria,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,197682,Sozialdemokratische Partei Österreichs,https://twitter.com/HannesHeide,https://www.europarl.europa.eu/meps/en/197682,HannesHeide,S&D,hannesheide
Eero HEINÄLUOMA,Finland,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,197800,Suomen Sosialidemokraattinen Puolue/Finlands Socialdemokratiska Parti,NA,https://www.europarl.europa.eu/meps/en/197800,NA,S&D,NA
Niclas HERBST,Germany,Group of the European People's Party (Christian Democrats),197412,Christlich Demokratische Union Deutschlands,NA,https://www.europarl.europa.eu/meps/en/197412,NA,EPP,NA
Pierrette HERZBERGER-FOFANA,Germany,Group of the Greens/European Free Alliance,197459,Bündnis 90/Die Grünen,NA,https://www.europarl.europa.eu/meps/en/197459,NA,Greens–EFA,NA
Krzysztof HETMAN,Poland,Group of the European People's Party (Christian Democrats),124895,Polskie Stronnictwo Ludowe,https://twitter.com/hetman_k,https://www.europarl.europa.eu/meps/en/124895,hetman_k,EPP,hetman_k
Balázs HIDVÉGHI,Hungary,Group of the European People's Party (Christian Democrats),124586,Fidesz-Magyar Polgári Szövetség-Kereszténydemokrata Néppárt,NA,https://www.europarl.europa.eu/meps/en/124586,NA,EPP,NA
Martin HLAVÁČEK,Czechia,Renew Europe Group,197526,ANO 2011,NA,https://www.europarl.europa.eu/meps/en/197526,NA,RE,NA
Monika HOHLMEIER,Germany,Group of the European People's Party (Christian Democrats),96780,Christlich-Soziale Union in Bayern e.V.,NA,https://www.europarl.europa.eu/meps/en/96780,NA,EPP,NA
Martin HOJSÍK,Slovakia,Renew Europe Group,197770,Progresívne Slovensko,https://twitter.com/mhojsik,https://www.europarl.europa.eu/meps/en/197770,mhojsik,RE,mhojsik
Pär HOLMGREN,Sweden,Group of the Greens/European Free Alliance,197398,Miljöpartiet de gröna,https://twitter.com/parholmgren,https://www.europarl.europa.eu/meps/en/197398,parholmgren,Greens–EFA,parholmgren
György HÖLVÉNYI,Hungary,Group of the European People's Party (Christian Democrats),124715,Kereszténydemokrata Néppárt,https://twitter.com/HolvenyiGyorgy,https://www.europarl.europa.eu/meps/en/124715,HolvenyiGyorgy,EPP,holvenyigyorgy
Alicia HOMS GINEL,Spain,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,122978,Partido Socialista Obrero Español,https://twitter.com/aliciahoms,https://www.europarl.europa.eu/meps/en/122978,aliciahoms,S&D,aliciahoms
Antony HOOK,United Kingdom,Renew Europe Group,197730,Liberal Democrats,https://twitter.com/antonyhook,https://www.europarl.europa.eu/meps/en/197730,antonyhook,RE,antonyhook
Brice HORTEFEUX,France,Group of the European People's Party (Christian Democrats),5565,Les Républicains,NA,https://www.europarl.europa.eu/meps/en/5565,NA,EPP,NA
Martin HORWOOD,United Kingdom,Renew Europe Group,197755,Liberal Democrats,NA,https://www.europarl.europa.eu/meps/en/197755,NA,RE,NA
John HOWARTH,United Kingdom,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,188636,Labour Party,NA,https://www.europarl.europa.eu/meps/en/188636,NA,S&D,NA
Ivo HRISTOV,Bulgaria,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,197846,Bulgarian Socialist Party,NA,https://www.europarl.europa.eu/meps/en/197846,NA,S&D,NA
Danuta Maria HÜBNER,Poland,Group of the European People's Party (Christian Democrats),96779,Platforma Obywatelska,https://twitter.com/danutahuebner,https://www.europarl.europa.eu/meps/en/96779,danutahuebner,EPP,danutahuebner
Laura HUHTASAARI,Finland,Identity and Democracy Group,197594,Perussuomalaiset,https://twitter.com/laurahuhtasaari,https://www.europarl.europa.eu/meps/en/197594,laurahuhtasaari,ID,laurahuhtasaari
Jan HUITEMA,Netherlands,Renew Europe Group,58789,Volkspartij voor Vrijheid en Democratie,https://twitter.com/jhuitema,https://www.europarl.europa.eu/meps/en/58789,jhuitema,RE,jhuitema
Ivars IJABS,Latvia,Renew Europe Group,197624,Attīstībai/Par!,https://twitter.com/ijabs,https://www.europarl.europa.eu/meps/en/197624,ijabs,RE,ijabs
Evin INCIR,Sweden,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,197392,Arbetarepartiet- Socialdemokraterna,NA,https://www.europarl.europa.eu/meps/en/197392,NA,S&D,NA
Sophia in 't VELD,Netherlands,Renew Europe Group,28266,Democraten 66,https://twitter.com/SophieintVeld,https://www.europarl.europa.eu/meps/en/28266,SophieintVeld,RE,sophieintveld
Yannick JADOT,France,Group of the Greens/European Free Alliance,96740,Europe Écologie,https://twitter.com/yjadot,https://www.europarl.europa.eu/meps/en/96740,yjadot,Greens–EFA,yjadot
Peter JAHR,Germany,Group of the European People's Party (Christian Democrats),96772,Christlich Demokratische Union Deutschlands,https://twitter.com/peter_jahr,https://www.europarl.europa.eu/meps/en/96772,peter_jahr,EPP,peter_jahr
Stasys JAKELIŪNAS,Lithuania,Group of the Greens/European Free Alliance,197837,Lietuvos valstiečių ir žaliųjų sąjunga,NA,https://www.europarl.europa.eu/meps/en/197837,NA,Greens–EFA,NA
Patryk JAKI,Poland,European Conservatives and Reformists Group,197516,Solidarna Polska Zbigniewa Ziobro,NA,https://www.europarl.europa.eu/meps/en/197516,NA,ECR,NA
Jean-François JALKH,France,Identity and Democracy Group,124770,Rassemblement national,NA,https://www.europarl.europa.eu/meps/en/124770,NA,ID,NA
France JAMET,France,Identity and Democracy Group,189065,Rassemblement national,https://twitter.com/francejamet,https://www.europarl.europa.eu/meps/en/189065,francejamet,ID,francejamet
Lívia JÁRÓKA,Hungary,Group of the European People's Party (Christian Democrats),28141,Fidesz-Magyar Polgári Szövetség-Kereszténydemokrata Néppárt,NA,https://www.europarl.europa.eu/meps/en/28141,NA,EPP,NA
Adam JARUBAS,Poland,Group of the European People's Party (Christian Democrats),197517,Polskie Stronnictwo Ludowe,NA,https://www.europarl.europa.eu/meps/en/197517,NA,EPP,NA
Jackie JONES,United Kingdom,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,197758,Labour Party,https://twitter.com/JackieJonesWal1,https://www.europarl.europa.eu/meps/en/197758,JackieJonesWal1,S&D,jackiejoneswal1
Agnes JONGERIUS,Netherlands,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,125021,Partij van de Arbeid,https://twitter.com/a_jongerius,https://www.europarl.europa.eu/meps/en/125021,a_jongerius,S&D,a_jongerius
Christina Sheila JORDAN,United Kingdom,Non-attached Members,197752,The Brexit Party,NA,https://www.europarl.europa.eu/meps/en/197752,NA,"NA",NA
Virginie JORON,France,Identity and Democracy Group,197627,Rassemblement national,https://twitter.com/v_joron,https://www.europarl.europa.eu/meps/en/197627,v_joron,ID,v_joron
Irena JOVEVA,Slovenia,Renew Europe Group,197447,Lista Marjana Šarca,https://twitter.com/ijoveva,https://www.europarl.europa.eu/meps/en/197447,ijoveva,RE,ijoveva
Rasa JUKNEVIČIENĖ,Lithuania,Group of the European People's Party (Christian Democrats),197840,Tėvynės sąjunga-Lietuvos krikščionys demokratai,https://twitter.com/rjukneviciene,https://www.europarl.europa.eu/meps/en/197840,rjukneviciene,EPP,rjukneviciene
Krzysztof JURGIEL,Poland,European Conservatives and Reformists Group,197518,Prawo i Sprawiedliwość,NA,https://www.europarl.europa.eu/meps/en/197518,NA,ECR,NA
Eugen JURZYCA,Slovakia,European Conservatives and Reformists Group,197767,Sloboda a Solidarita,NA,https://www.europarl.europa.eu/meps/en/197767,NA,ECR,NA
Herve JUVIN,France,Identity and Democracy Group,197626,Rassemblement national,NA,https://www.europarl.europa.eu/meps/en/197626,NA,ID,NA
Eva KAILI,Greece,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,125109,Panhellenic Socialist Movement - Olive Tree,https://twitter.com/EvaKaili,https://www.europarl.europa.eu/meps/en/125109,EvaKaili,S&D,evakaili
Jarosław KALINOWSKI,Poland,Group of the European People's Party (Christian Democrats),96771,Polskie Stronnictwo Ludowe,NA,https://www.europarl.europa.eu/meps/en/96771,NA,EPP,NA
Marina KALJURAND,Estonia,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,197491,Sotsiaaldemokraatlik Erakond,NA,https://www.europarl.europa.eu/meps/en/197491,NA,S&D,NA
Sandra KALNIETE,Latvia,Group of the European People's Party (Christian Democrats),96934,"Partija ""VIENOTĪBA""",https://twitter.com/kalniete,https://www.europarl.europa.eu/meps/en/96934,kalniete,EPP,kalniete
Petra KAMMEREVERT,Germany,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,96837,Sozialdemokratische Partei Deutschlands,NA,https://www.europarl.europa.eu/meps/en/96837,NA,S&D,NA
Radan KANEV,Bulgaria,Group of the European People's Party (Christian Democrats),197839,Democrats for Strong Bulgaria,NA,https://www.europarl.europa.eu/meps/en/197839,NA,EPP,NA
Assita KANKO,Belgium,European Conservatives and Reformists Group,197469,Nieuw-Vlaamse Alliantie,https://twitter.com/assita_kanko,https://www.europarl.europa.eu/meps/en/197469,assita_kanko,ECR,assita_kanko
Othmar KARAS,Austria,Group of the European People's Party (Christian Democrats),4246,Österreichische Volkspartei,NA,https://www.europarl.europa.eu/meps/en/4246,NA,EPP,NA
Pierre KARLESKIND,France,Renew Europe Group,197585,La République en marche,NA,https://www.europarl.europa.eu/meps/en/197585,NA,RE,NA
Karin KARLSBRO,Sweden,Renew Europe Group,197401,Liberalerna,https://twitter.com/KarinKarlsbro,https://www.europarl.europa.eu/meps/en/197401,KarinKarlsbro,RE,karinkarlsbro
Professor Karol KARSKI,Poland,European Conservatives and Reformists Group,124887,Prawo i Sprawiedliwość,NA,https://www.europarl.europa.eu/meps/en/124887,NA,ECR,NA
Elsi KATAINEN,Finland,Renew Europe Group,191693,Suomen Keskusta,https://twitter.com/elsikatainen,https://www.europarl.europa.eu/meps/en/191693,elsikatainen,RE,elsikatainen
Manolis KEFALOGIANNIS,Greece,Group of the European People's Party (Christian Democrats),125068,Nea Demokratia,https://twitter.com/M_Kefalogiannis,https://www.europarl.europa.eu/meps/en/125068,M_Kefalogiannis,EPP,m_kefalogiannis
Billy KELLEHER,Ireland,Renew Europe Group,197818,Fianna Fáil Party,NA,https://www.europarl.europa.eu/meps/en/197818,NA,RE,NA
Fabienne KELLER,France,Renew Europe Group,22858,Agir - La Droite constructive,https://twitter.com/fabienne_keller,https://www.europarl.europa.eu/meps/en/22858,fabienne_keller,RE,fabienne_keller
Ska KELLER,Germany,Group of the Greens/European Free Alliance,96734,Bündnis 90/Die Grünen,https://twitter.com/SkaKeller,https://www.europarl.europa.eu/meps/en/96734,SkaKeller,Greens–EFA,skakeller
Seán KELLY,Ireland,Group of the European People's Party (Christian Democrats),96668,Fine Gael Party,NA,https://www.europarl.europa.eu/meps/en/96668,NA,EPP,NA
Beata KEMPA,Poland,European Conservatives and Reformists Group,197519,Solidarna Polska Zbigniewa Ziobro,https://twitter.com/beatakempa_kprm,https://www.europarl.europa.eu/meps/en/197519,beatakempa_kprm,ECR,beatakempa_kprm
Jude KIRTON-DARLING,United Kingdom,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,124953,Labour Party,https://twitter.com/Jude_KD,https://www.europarl.europa.eu/meps/en/124953,Jude_KD,S&D,jude_kd
Niyazi KIZILYÜREK,Cyprus,Confederal Group of the European United Left - Nordic Green Left,197415,Progressive Party of Working People - Left - New Forces,NA,https://www.europarl.europa.eu/meps/en/197415,NA,GUE-NGL,NA
Izabela-Helena KLOC,Poland,European Conservatives and Reformists Group,197520,Prawo i Sprawiedliwość,https://twitter.com/IzabelaKloc,https://www.europarl.europa.eu/meps/en/197520,IzabelaKloc,ECR,izabelakloc
Ondřej KNOTEK,Czechia,Renew Europe Group,197528,ANO 2011,NA,https://www.europarl.europa.eu/meps/en/197528,NA,RE,NA
Peter KOFOD,Denmark,Identity and Democracy Group,197570,Dansk Folkeparti,NA,https://www.europarl.europa.eu/meps/en/197570,NA,ID,NA
Łukasz KOHUT,Poland,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,197523,Wiosna,https://twitter.com/lukaszkohut,https://www.europarl.europa.eu/meps/en/197523,lukaszkohut,S&D,lukaszkohut
Arba KOKALARI,Sweden,Group of the European People's Party (Christian Democrats),197406,Moderaterna,https://twitter.com/arbakokalari,https://www.europarl.europa.eu/meps/en/197406,arbakokalari,EPP,arbakokalari
Petros KOKKALIS,Greece,Confederal Group of the European United Left - Nordic Green Left,197743,Coalition of the Radical Left,NA,https://www.europarl.europa.eu/meps/en/197743,NA,GUE-NGL,NA
Marcel KOLAJA,Czechia,Group of the Greens/European Free Alliance,197546,PIRÁTI,http:///Piratkolaja,https://www.europarl.europa.eu/meps/en/197546,http:///Piratkolaja,Greens–EFA,http:///piratkolaja
Mislav KOLAKUŠIĆ,Croatia,Non-attached Members,197438,-,NA,https://www.europarl.europa.eu/meps/en/197438,NA,"NA",NA
Kateřina KONEČNÁ,Czechia,Confederal Group of the European United Left - Nordic Green Left,23699,Komunistická strana Čech a Moravy,NA,https://www.europarl.europa.eu/meps/en/23699,NA,GUE-NGL,NA
Athanasios KONSTANTINOU,Greece,Non-attached Members,197740,Popular Association – Golden Dawn,NA,https://www.europarl.europa.eu/meps/en/197740,NA,"NA",NA
Ewa KOPACZ,Poland,Group of the European People's Party (Christian Democrats),197525,Platforma Obywatelska,https://twitter.com/ewakopacz,https://www.europarl.europa.eu/meps/en/197525,ewakopacz,EPP,ewakopacz
Joanna KOPCIŃSKA,Poland,European Conservatives and Reformists Group,197530,Prawo i Sprawiedliwość,NA,https://www.europarl.europa.eu/meps/en/197530,NA,ECR,NA
Moritz KÖRNER,Germany,Renew Europe Group,197445,Freie Demokratische Partei,https://twitter.com/moritzkoerner,https://www.europarl.europa.eu/meps/en/197445,moritzkoerner,RE,moritzkoerner
Ádám KÓSA,Hungary,Group of the European People's Party (Christian Democrats),96829,Fidesz-Magyar Polgári Szövetség-Kereszténydemokrata Néppárt,NA,https://www.europarl.europa.eu/meps/en/96829,NA,EPP,NA
Dietmar KÖSTER,Germany,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,124822,Sozialdemokratische Partei Deutschlands,NA,https://www.europarl.europa.eu/meps/en/124822,NA,S&D,NA
Stelios KOULOGLOU,Greece,Confederal Group of the European United Left - Nordic Green Left,130833,Coalition of the Radical Left,https://twitter.com/SteliosKoul,https://www.europarl.europa.eu/meps/en/130833,SteliosKoul,GUE-NGL,stelioskoul
Elena KOUNTOURA,Greece,Confederal Group of the European United Left - Nordic Green Left,197699,Coalition of the Radical Left,https://twitter.com/ElenaKountoura,https://www.europarl.europa.eu/meps/en/197699,ElenaKountoura,GUE-NGL,elenakountoura
Ondřej KOVAŘÍK,Czechia,Renew Europe Group,118949,ANO 2011,NA,https://www.europarl.europa.eu/meps/en/118949,NA,RE,NA
Andrey KOVATCHEV,Bulgaria,Group of the European People's Party (Christian Democrats),97968,Citizens for European Development of Bulgaria,http://twitter.com/andreykovatchev,https://www.europarl.europa.eu/meps/en/97968,http://twitter.com/andreykovatchev,EPP,http://twitter.com/andreykovatchev
Maximilian KRAH,Germany,Identity and Democracy Group,197481,Alternative für Deutschland,https://twitter.com/krahmax,https://www.europarl.europa.eu/meps/en/197481,krahmax,ID,krahmax
Zdzisław KRASNODĘBSKI,Poland,European Conservatives and Reformists Group,124891,Prawo i Sprawiedliwość,NA,https://www.europarl.europa.eu/meps/en/124891,NA,ECR,NA
Constanze KREHL,Germany,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,1854,Sozialdemokratische Partei Deutschlands,NA,https://www.europarl.europa.eu/meps/en/1854,NA,S&D,NA
Elżbieta KRUK,Poland,European Conservatives and Reformists Group,197532,Prawo i Sprawiedliwość,NA,https://www.europarl.europa.eu/meps/en/197532,NA,ECR,NA
Andrius KUBILIUS,Lithuania,Group of the European People's Party (Christian Democrats),197843,Tėvynės sąjunga-Lietuvos krikščionys demokratai,NA,https://www.europarl.europa.eu/meps/en/197843,NA,EPP,NA
Alice KUHNKE,Sweden,Group of the Greens/European Free Alliance,197395,Miljöpartiet de gröna,NA,https://www.europarl.europa.eu/meps/en/197395,NA,Greens–EFA,NA
Joachim KUHS,Germany,Identity and Democracy Group,197482,Alternative für Deutschland,NA,https://www.europarl.europa.eu/meps/en/197482,NA,ID,NA
Miapetra KUMPULA-NATRI,Finland,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,124735,Suomen Sosialidemokraattinen Puolue/Finlands Socialdemokratiska Parti,https://twitter.com/miapetrakumpula,https://www.europarl.europa.eu/meps/en/124735,miapetrakumpula,S&D,miapetrakumpula
Zbigniew KUŹMIUK,Poland,European Conservatives and Reformists Group,28389,Prawo i Sprawiedliwość,https://twitter.com/zbigniewkuzmiuk,https://www.europarl.europa.eu/meps/en/28389,zbigniewkuzmiuk,ECR,zbigniewkuzmiuk
Stelios KYMPOUROPOULOS,Greece,Group of the European People's Party (Christian Democrats),197692,Nea Demokratia,https://twitter.com/kympouropoulos,https://www.europarl.europa.eu/meps/en/197692,kympouropoulos,EPP,kympouropoulos
Georgios KYRTSOS,Greece,Group of the European People's Party (Christian Democrats),125063,Nea Demokratia,https://twitter.com/GiorgosKyrtsos,https://www.europarl.europa.eu/meps/en/125063,GiorgosKyrtsos,EPP,giorgoskyrtsos
Ilhan KYUCHYUK,Bulgaria,Renew Europe Group,124866,Movement for Rights and Freedoms,https://twitter.com/ilhankyuchyuk,https://www.europarl.europa.eu/meps/en/124866,ilhankyuchyuk,RE,ilhankyuchyuk
Sergey LAGODINSKY,Germany,Group of the Greens/European Free Alliance,197460,Bündnis 90/Die Grünen,https://twitter.com/slagodinsky,https://www.europarl.europa.eu/meps/en/197460,slagodinsky,Greens–EFA,slagodinsky
Ioannis LAGOS,Greece,Non-attached Members,197737,Popular Association – Golden Dawn,NA,https://www.europarl.europa.eu/meps/en/197737,NA,"NA",NA
Aurore LALUCQ,France,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,197697,Place publique,https://twitter.com/AuroreLalucq,https://www.europarl.europa.eu/meps/en/197697,AuroreLalucq,S&D,aurorelalucq
Philippe LAMBERTS,Belgium,Group of the Greens/European Free Alliance,96648,Ecologistes Confédérés pour l'Organisation de Luttes Originales,NA,https://www.europarl.europa.eu/meps/en/96648,NA,Greens–EFA,NA
Oscar LANCINI,Italy,Identity and Democracy Group,192635,Lega,https://twitter.com/doscarlancini,https://www.europarl.europa.eu/meps/en/192635,doscarlancini,ID,doscarlancini
Bernd LANGE,Germany,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,1909,Sozialdemokratische Partei Deutschlands,https://twitter.com/berndlange,https://www.europarl.europa.eu/meps/en/1909,berndlange,S&D,berndlange
Esther de LANGE,Netherlands,Group of the European People's Party (Christian Democrats),38398,Christen Democratisch Appèl,https://twitter.com/Esther_de_Lange,https://www.europarl.europa.eu/meps/en/38398,Esther_de_Lange,EPP,esther_de_lange
Katrin LANGENSIEPEN,Germany,Group of the Greens/European Free Alliance,197461,Bündnis 90/Die Grünen,https://twitter.com/katrinlangensie,https://www.europarl.europa.eu/meps/en/197461,katrinlangensie,Greens–EFA,katrinlangensie
Hélène LAPORTE,France,Identity and Democracy Group,197597,Rassemblement national,https://twitter.com/HeleneLaporteRN,https://www.europarl.europa.eu/meps/en/197597,HeleneLaporteRN,ID,helenelaportern
Pierre LARROUTUROU,France,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,197698,Nouvelle Donne,https://twitter.com/larrouturou,https://www.europarl.europa.eu/meps/en/197698,larrouturou,S&D,larrouturou
Gilles LEBRETON,France,Identity and Democracy Group,124738,Rassemblement national,NA,https://www.europarl.europa.eu/meps/en/124738,NA,ID,NA
Julie LECHANTEUX,France,Identity and Democracy Group,197686,Rassemblement national,https://twitter.com/JLechanteux,https://www.europarl.europa.eu/meps/en/197686,JLechanteux,ID,jlechanteux
David LEGA,Sweden,Group of the European People's Party (Christian Democrats),197393,Kristdemokraterna,https://twitter.com/davidlega,https://www.europarl.europa.eu/meps/en/197393,davidlega,EPP,davidlega
Professor Ryszard Antoni LEGUTKO,Poland,European Conservatives and Reformists Group,96796,Prawo i Sprawiedliwość,NA,https://www.europarl.europa.eu/meps/en/96796,NA,ECR,NA
Maria Manuel LEITÃO MARQUES,Portugal,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,197635,Partido Socialista,https://twitter.com/mariamanuellm,https://www.europarl.europa.eu/meps/en/197635,mariamanuellm,S&D,mariamanuellm
Jeroen LENAERS,Netherlands,Group of the European People's Party (Christian Democrats),95074,Christen Democratisch Appèl,https://twitter.com/jeroen_lenaers,https://www.europarl.europa.eu/meps/en/95074,jeroen_lenaers,EPP,jeroen_lenaers
Janusz LEWANDOWSKI,Poland,Group of the European People's Party (Christian Democrats),23781,Platforma Obywatelska,https://twitter.com/J_Lewandowski,https://www.europarl.europa.eu/meps/en/23781,J_Lewandowski,EPP,j_lewandowski
Bogusław LIBERADZKI,Poland,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,23768,Sojusz Lewicy Demokratycznej,https://twitter.com/BLiberadzki,https://www.europarl.europa.eu/meps/en/23768,BLiberadzki,S&D,bliberadzki
Peter LIESE,Germany,Group of the European People's Party (Christian Democrats),1927,Christlich Demokratische Union Deutschlands,http://twitter.com/peterliese,https://www.europarl.europa.eu/meps/en/1927,http://twitter.com/peterliese,EPP,http://twitter.com/peterliese
Sylvia LIMMER,Germany,Identity and Democracy Group,197483,Alternative für Deutschland,NA,https://www.europarl.europa.eu/meps/en/197483,NA,ID,NA
Norbert LINS,Germany,Group of the European People's Party (Christian Democrats),124808,Christlich Demokratische Union Deutschlands,NA,https://www.europarl.europa.eu/meps/en/124808,NA,EPP,NA
Elena LIZZI,Italy,Identity and Democracy Group,197611,Lega,https://twitter.com/elenalizzi,https://www.europarl.europa.eu/meps/en/197611,elenalizzi,ID,elenalizzi
Nathalie LOISEAU,France,Renew Europe Group,197494,La République en marche,NA,https://www.europarl.europa.eu/meps/en/197494,NA,RE,NA
Morten LØKKEGAARD,Denmark,Renew Europe Group,96709,"Venstre, Danmarks Liberale Parti",http://twitter.com/loekkegaard_mep,https://www.europarl.europa.eu/meps/en/96709,http://twitter.com/loekkegaard_mep,RE,http://twitter.com/loekkegaard_mep
Naomi LONG,United Kingdom,Renew Europe Group,197816,Alliance Party of Northern Ireland,https://twitter.com/naomi_long,https://www.europarl.europa.eu/meps/en/197816,naomi_long,RE,naomi_long
John LONGWORTH,United Kingdom,Non-attached Members,197807,The Brexit Party,NA,https://www.europarl.europa.eu/meps/en/197807,NA,"NA",NA
Javi LÓPEZ,Spain,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,125042,Partit dels Socialistes de Catalunya,https://twitter.com/fjavilopez,https://www.europarl.europa.eu/meps/en/125042,fjavilopez,S&D,fjavilopez
Doktor Professor Juan Fernando LÓPEZ AGUILAR,Spain,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,96812,Partido Socialista Obrero Español,https://twitter.com/JFLopezAguilar,https://www.europarl.europa.eu/meps/en/96812,JFLopezAguilar,S&D,jflopezaguilar
Leopoldo LÓPEZ GIL,Spain,Group of the European People's Party (Christian Democrats),197777,Partido Popular,NA,https://www.europarl.europa.eu/meps/en/197777,NA,EPP,NA
Antonio LÓPEZ-ISTÚRIZ WHITE,Spain,Group of the European People's Party (Christian Democrats),28399,Partido Popular,https://twitter.com/TonoEPP,https://www.europarl.europa.eu/meps/en/28399,TonoEPP,EPP,tonoepp
Rupert LOWE,United Kingdom,Non-attached Members,197759,The Brexit Party,NA,https://www.europarl.europa.eu/meps/en/197759,rupertlowe10,"NA",rupertlowe10
César LUENA,Spain,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,197721,Partido Socialista Obrero Español,https://twitter.com/cesarluena,https://www.europarl.europa.eu/meps/en/197721,cesarluena,S&D,cesarluena
Elżbieta Katarzyna ŁUKACIJEWSKA,Poland,Group of the European People's Party (Christian Democrats),96791,Platforma Obywatelska,https://twitter.com/elukacijewska,https://www.europarl.europa.eu/meps/en/96791,elukacijewska,EPP,elukacijewska
Peter LUNDGREN,Sweden,European Conservatives and Reformists Group,124996,Sverigedemokraterna,NA,https://www.europarl.europa.eu/meps/en/124996,NA,ECR,NA
Benoît LUTGEN,Belgium,Group of the European People's Party (Christian Democrats),197458,Centre Démocrate Humaniste,NA,https://www.europarl.europa.eu/meps/en/197458,NA,EPP,NA
David McALLISTER,Germany,Group of the European People's Party (Christian Democrats),124806,Christlich Demokratische Union Deutschlands,https://twitter.com/davidmcallister,https://www.europarl.europa.eu/meps/en/124806,davidmcallister,EPP,davidmcallister
Mairead McGUINNESS,Ireland,Group of the European People's Party (Christian Democrats),28115,Fine Gael Party,https://twitter.com/MaireadMcGMEP,https://www.europarl.europa.eu/meps/en/28115,MaireadMcGMEP,EPP,maireadmcgmep
Anthea McINTYRE,United Kingdom,European Conservatives and Reformists Group,111011,Conservative Party,NA,https://www.europarl.europa.eu/meps/en/111011,NA,ECR,NA
Aileen McLEOD,United Kingdom,Group of the Greens/European Free Alliance,30490,Scottish National Party,NA,https://www.europarl.europa.eu/meps/en/30490,NA,Greens–EFA,NA
